iter	F1	Logloss
883	0.8285798482	0.4018242065
884	0.8285665177	0.4017836315
885	0.8284968551	0.4017371687
886	0.8285674488	0.4016967117
887	0.8285263125	0.4016433183
888	0.828632665	0.4016159558
889	0.8286219148	0.4015635459
890	0.8286665599	0.4015303896
891	0.8287006799	0.4014741044
892	0.8288238565	0.4014146622
893	0.8288925627	0.4013703308
894	0.8290023935	0.4013155397
895	0.828947949	0.4012937637
896	0.8289748325	0.4012394826
897	0.8289963405	0.4012144031
898	0.829013147	0.4011603722
899	0.8290302186	0.4011181231
900	0.8291419295	0.4010667169
901	0.8291875002	0.4010264171
902	0.8292071239	0.4009740778
903	0.8291267391	0.4009212734
904	0.8292017458	0.4008612183
905	0.8292659912	0.4008091832
906	0.8292811802	0.4008064256
907	0.8292178803	0.4007764316
908	0.829302995	0.4007323424
909	0.8292492058	0.4006792274
910	0.8293080728	0.4006268817
911	0.8293428828	0.400599515
912	0.8293786398	0.4005530588
913	0.8294109154	0.4005067347
914	0.8294074336	0.4004668525
915	0.8294558533	0.4004195002
916	0.8295023766	0.4003897906
917	0.8295077573	0.4003729355
918	0.8294469925	0.4003360071
919	0.8294488922	0.4003057464
920	0.8296508107	0.4002494051
921	0.8295821417	0.4001880337
922	0.8295973337	0.400166261
923	0.8295938581	0.4001263435
924	0.8295938581	0.4000974884
925	0.8296036687	0.4000453984
926	0.8296017622	0.4000196155
927	0.8296527191	0.3999816584
928	0.829654284	0.3999345216
929	0.8297134852	0.399886921
930	0.8297081029	0.3998431689
931	0.829678675	0.3998139397
932	0.8296685199	0.3997733043
933	0.8296185216	0.3997369258
934	0.8296131403	0.3996910966
935	0.8296150471	0.3996478218
936	0.8296552382	0.3996158294
937	0.8296884845	0.3996019222
938	0.8297359711	0.3995508369
939	0.8297869301	0.3995175523
940	0.8298451895	0.3994705522
941	0.8299040403	0.3994227839
942	0.8299255761	0.3993854211
943	0.8299103839	0.3993631862
944	0.8299828824	0.3993101536
945	0.8299828824	0.3993093584
946	0.829968651	0.3992751293
947	0.829968651	0.3992212912
948	0.8300901919	0.3991697454
949	0.8301215409	0.3991309876
950	0.8301165553	0.3990781946
951	0.8301700147	0.3990382476
952	0.8302244345	0.3989821336
953	0.8303459746	0.3989254013
954	0.830364615	0.3988878243
955	0.8304900353	0.3988394531
956	0.8305493104	0.3987971884
957	0.8304767867	0.3987463776
958	0.8304929523	0.3987225427
959	0.8305297012	0.3986831571
960	0.8305395058	0.3986467001
961	0.8304958697	0.398600605
962	0.8305125617	0.3985408739
963	0.8305733339	0.3985073299
964	0.8305924248	0.3984563836
965	0.8306267144	0.3984144889
966	0.8306438612	0.3983741193
967	0.8306340558	0.3983461419
968	0.8306894488	0.3983202362
969	0.8307232763	0.3982779496
970	0.830778167	0.3982156807
971	0.8308683631	0.3981789402
972	0.8308507162	0.3981328014
973	0.8308384597	0.3981012919
974	0.8308340472	0.3980597255
975	0.8308286546	0.3980307967
976	0.8308600305	0.3979862288
977	0.8308717972	0.3979508483
978	0.8308806214	0.3979111882
979	0.8309208219	0.3978639186
980	0.8309370018	0.3978149599
981	0.8309183742	0.3977809584
982	0.8309139625	0.3977358213
983	0.8308644427	0.3976986956
984	0.8309379841	0.397652638
985	0.8309629869	0.3976159646
986	0.8309703465	0.3975785588
987	0.8309389664	0.3975406428
988	0.8309600616	0.3974886035
989	0.8310762687	0.397437227
990	0.8311046966	0.3974016123
991	0.8310885118	0.3973479039
992	0.8310894974	0.3973252035
993	0.8311502939	0.3972785866
994	0.8311772713	0.3972427896
995	0.8311645057	0.3971978466
996	0.8311806919	0.3971588662
997	0.8312674777	0.3971241506
998	0.8312096465	0.3970852974
999	0.8311998425	0.3970711073
